director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Ravi Tandon,Shashi Kapoor, Padma Khanna, Neetu Singh,Action,do guru,Shashi Kapoor  Padma Khanna  Neetu Singh Ravi Tandon Action
Anwar Pasha,Raj Babbar, Anita Raj, Simple Kapadia,"Family, Drama",dulha bikta hai,"Raj Babbar  Anita Raj  Simple Kapadia Anwar Pasha Family, Drama"
K. Raghavendra Rao,Jeetendra, Hema Malini, Rati Agnihotri,unknown,farz aur kanoon,Jeetendra  Hema Malini  Rati Agnihotri K. Raghavendra Rao unknown
Dixit,Seema Deo, Dharmendra, Krishan Dhawan,"Drama, Family",ghazab,"Seema Deo  Dharmendra  Krishan Dhawan Dixit Drama, Family"
Naresh Kumar,Raj Kapoor, Zeenat Aman, I.S. Johar,Comedy,gopichand jasoos,Raj Kapoor  Zeenat Aman  I.S. Johar Naresh Kumar Comedy
Dayanand,Arun Govil, Madhu Kapoor, Shakti Kapoor,Drama,gumsum,Arun Govil  Madhu Kapoor  Shakti Kapoor Dayanand Drama
Surendra Mohan,Sanjeev Kumar, Reena Roy, Shatrughan Sinha,"Family, Thriller, Drama",haathkadi,"Sanjeev Kumar  Reena Roy  Shatrughan Sinha Surendra Mohan Family, Thriller, Drama"
Basu Chatterjee,Rakesh Roshan, Bindiya Goswami, Utpal Dutt,Drama,hamari bahu alka,Rakesh Roshan  Bindiya Goswami  Utpal Dutt Basu Chatterjee Drama
Biplab Roy Chowdhury,Utpal Dutt, Anita Kanwar, Amol Palekar,Drama Romance,hearbeat,Utpal Dutt  Anita Kanwar  Amol Palekar Biplab Roy Chowdhury Drama Romance
unknown,unknown,unknown,unknown,unknown,heeron ka chor,unknown unknown unknown unknown unknown
Chaman Nillay,Shoma Anand, Arun Govil, Sonia Sahni,unknown,jawalaa dahej ki,Shoma Anand  Arun Govil  Sonia Sahni Chaman Nillay unknown
Shyam Ralhan,Jeetendra, Reena Roy, Danny Denzongpa,unknown,jeeo aur jeene do,Jeetendra  Reena Roy  Danny Denzongpa Shyam Ralhan unknown
Rama Rao Tatineni,Rekha, Raj Babbar, Amol Palekar,Drama,jeevan dhaara,Rekha  Raj Babbar  Amol Palekar Rama Rao Tatineni Drama
Bhimsain,unknown,unknown,unknown,Animation,jivan rahasya,unknown unknown unknown Bhimsain Animation
Rakesh Kumar,Sanjay Dutt, Rati Agnihotri, Suresh Oberoi,"Action, Romance",johny i love you,"Sanjay Dutt  Rati Agnihotri  Suresh Oberoi Rakesh Kumar Action, Romance"
K. Vishwanath,Rakesh Roshan, Jayapradha, Tanuja,"Drama, Family",kaamchor,"Rakesh Roshan  Jayapradha  Tanuja K. Vishwanath Drama, Family"
Mehul Kumar,Kiran Kumar,unknown,unknown,unknown,kanchan aur ganga,Kiran Kumar unknown unknown Mehul Kumar unknown
Ramanna,Jayshree T.,unknown,unknown,Musical,kanya dweep,Jayshree T. unknown unknown Ramanna Musical
unknown,Padma Khanna, Raza Murad, Rajni Sharma,unknown,kasam durga ki,Padma Khanna  Raza Murad  Rajni Sharma unknown unknown
Ravi Tandon,Sanjeev Kumar, Amitabh Bachchan, Vinod Mehra,Drama,khud-daar,Sanjeev Kumar  Amitabh Bachchan  Vinod Mehra Ravi Tandon Drama
unknown,Prema Narayan, Kanwaljit Singh,unknown,unknown,lubna,Prema Narayan  Kanwaljit Singh unknown unknown unknown
Rama Rao Tatineni,Dharmendra, Reena Roy, Shreeram Lagoo,unknown,main intequam loonga,Dharmendra  Reena Roy  Shreeram Lagoo Rama Rao Tatineni unknown
Tulsi Ramsay,Geeta Behl, Anil Dhawan, Vijayendra Ghatge,Drama,maut ka saya,Geeta Behl  Anil Dhawan  Vijayendra Ghatge Tulsi Ramsay Drama
"Ajit Singh Deol, A. Nairang",Mahendra Sandhu, Sarika, Narendra Nath,unknown,meharbaani,"Mahendra Sandhu  Sarika  Narendra Nath Ajit Singh Deol, A. Nairang unknown"
Narayana Rao Dasari,Jeetendra, Rekha, Anita Raj,"Drama, Family",mehndi rang layegi,"Jeetendra  Rekha  Anita Raj Narayana Rao Dasari Drama, Family"
Prakash Mehra,Amitabh Bachchan, Shashi Kapoor, Waheeda Rehman,Action Comedy Mystery,namak halaal,Amitabh Bachchan  Shashi Kapoor  Waheeda Rehman Prakash Mehra Action Comedy Mystery
Gulzar,Sanjeev Kumar, Sharmila Tagore, Waheeda Rehman,Drama,namkeen,Sanjeev Kumar  Sharmila Tagore  Waheeda Rehman Gulzar Drama
B. R. Chopra,Raj Babbar, Salma Agha,unknown,Drama Romance Family,nikaah,Raj Babbar  Salma Agha unknown B. R. Chopra Drama Romance Family
Raj Kapoor,Rishi Kapoor, Padmini Kolhapure, Shammi Kapoor,Drama Music Romance,prem rog,Rishi Kapoor  Padmini Kolhapure  Shammi Kapoor Raj Kapoor Drama Music Romance
Atma Ram,Padmini Kapila, Jyoti Sarup, Kanwaljit Singh,unknown,pyaar ke rahi,Padmini Kapila  Jyoti Sarup  Kanwaljit Singh Atma Ram unknown
unknown,Rakesh Bedi, Raj Kiran, Sharat Saxena,unknown,pyaar mein sauda nahin,Rakesh Bedi  Raj Kiran  Sharat Saxena unknown unknown
K. Balachander,Asrani, Kamal Hassan, Shafi Inamdar,unknown,pyara tarana,Asrani  Kamal Hassan  Shafi Inamdar K. Balachander unknown
unknown,Vinod Mehra,unknown,unknown,unknown,raakh aur chingari,Vinod Mehra unknown unknown unknown unknown
V.B. Rajendra Prasad,Jeetendra, Rekha, Shabana Azmi,"Drama, Family",raaste pyar ke,"Jeetendra  Rekha  Shabana Azmi V.B. Rajendra Prasad Drama, Family"
Kantilal Rathod,Sulabha Deshpande, Suhasini Mulay, Ram Nagarkar,Drama,ramnagari,Sulabha Deshpande  Suhasini Mulay  Ram Nagarkar Kantilal Rathod Drama
Raman Kumar,Rakesh Bedi, Sudha Chopra, Avtar Gill,Romance Family Fantasy,saath saath,Rakesh Bedi  Sudha Chopra  Avtar Gill Raman Kumar Romance Family Fantasy
Mohan Segal,Dharmendra, Jeetendra, Hema Malini,"Action, Thriller",samraat,"Dharmendra  Jeetendra  Hema Malini Mohan Segal Action, Thriller"
unknown,Kanan Kaushal, Mahesh Kothare, Dev Kumar,unknown,sant gyaneshwar,Kanan Kaushal  Mahesh Kothare  Dev Kumar unknown unknown
unknown,Vijay Arora,unknown,unknown,unknown,sati aur bhagwan,Vijay Arora unknown unknown unknown unknown
Raj Sippy,Amitabh Bachchan, Hema Malini, Ranjeeta Kaur,Comedy,satte pe satta,Amitabh Bachchan  Hema Malini  Ranjeeta Kaur Raj Sippy Comedy
Ramesh Talwar,Shashi Kapoor, Sanjeev Kumar, Waheeda Rehman,"Drama, Family",sawaal,"Shashi Kapoor  Sanjeev Kumar  Waheeda Rehman Ramesh Talwar Drama, Family"
Bhimsain,unknown,unknown,unknown,Animation,shadi shadi,unknown unknown unknown Bhimsain Animation
Basu Chatterjee,Ashok Kumar, A.K. Hangal, Utpal Dutt,Comedy Drama,shaukeen,Ashok Kumar  A.K. Hangal  Utpal Dutt Basu Chatterjee Comedy Drama
Anil Kumar,Chandana Choudhary, Jankidas, Vinod Mehra,unknown,shiv charan,Chandana Choudhary  Jankidas  Vinod Mehra Anil Kumar unknown
Vijaya Reddy,Sanjeev Kumar, Rakhee Gulzar, Rakesh Roshan,Drama Romance,shriman shrimati,Sanjeev Kumar  Rakhee Gulzar  Rakesh Roshan Vijaya Reddy Drama Romance
K. Bapaiah,Sanjeev Kumar, Sharada,unknown,unknown,sindoor bane jwala,Sanjeev Kumar  Sharada unknown K. Bapaiah unknown
"Arunavikas, Arunavikas",Naseeruddin Shah, Smita Patil, Vikram,"Drama, Family",situm,"Naseeruddin Shah  Smita Patil  Vikram Arunavikas, Arunavikas Drama, Family"
Vinod Pande,Kumar Gaurav, Rati Agnihotri, Padmini Kolhapure,Adventure Action Science Fiction,star,Kumar Gaurav  Rati Agnihotri  Padmini Kolhapure Vinod Pande Adventure Action Science Fiction
Shibu Mittra,Ashok Kumar, Vinod Mehra, Rati Agnihotri,"Action, Drama, Thriller, Romance",sumbandh,"Ashok Kumar  Vinod Mehra  Rati Agnihotri Shibu Mittra Action, Drama, Thriller, Romance"
"Jagmohan Mundhra, Ambrish Sangal",Sanjeev Kumar, Shabana Azmi, Rajesh Khanna,Thriller Mystery,suraag,"Sanjeev Kumar  Shabana Azmi  Rajesh Khanna Jagmohan Mundhra, Ambrish Sangal Thriller Mystery"
Dev Anand,Dev Anand, Mithun Chakraborty, Rati Agnihotri,"Action, Drama, Family",swami dada,"Dev Anand  Mithun Chakraborty  Rati Agnihotri Dev Anand Action, Drama, Family"
Babbar Subhash,Mithun Chakraborty, Ranjeeta Kaur, Amjad Khan,unknown,taqdeer ka badshah,Mithun Chakraborty  Ranjeeta Kaur  Amjad Khan Babbar Subhash unknown
Subodh Mukerji,Dharmendra, Shatrughan Sinha, Zeenat Aman,Crime Thriller,teesri aankh,Dharmendra  Shatrughan Sinha  Zeenat Aman Subodh Mukerji Crime Thriller
A. C. Tirulokchandar,Kumar Gaurav, Poonam Dhillon,unknown,Romance,teri kasam,Kumar Gaurav  Poonam Dhillon unknown A. C. Tirulokchandar Romance
Raj Khosla,Nutan, Padmini Kolhapure, Raj Kiran,Family,teri maang sitaron se bhar doon,Nutan  Padmini Kolhapure  Raj Kiran Raj Khosla Family
O.P. Ralhan,Zeenat Aman, Anju Mahendru, Madan Puri,Action Thriller Science Fiction,thirst,Zeenat Aman  Anju Mahendru  Madan Puri O.P. Ralhan Action Thriller Science Fiction
Satyen Bose,Suresh Oberoi, Swaroop Sampat, Master Ravi,"Drama, Family",tumhare bina,"Suresh Oberoi  Swaroop Sampat  Master Ravi Satyen Bose Drama, Family"
Jabbar Patel,Smita Patil, Girish Karnad, Shrikant Moghe,Drama,umbartha,Smita Patil  Girish Karnad  Shrikant Moghe Jabbar Patel Drama
Deepak Bahry,Mumtaz Begum, Master Bhagwan, Master Bittoo,"Action, Crime, Drama, Romance",ustadi ustad se,"Mumtaz Begum  Master Bhagwan  Master Bittoo Deepak Bahry Action, Crime, Drama, Romance"
Asit Sen,Zeenat Aman, Raj Kapoor, Shashi Kapoor,unknown,vakil babu,Zeenat Aman  Raj Kapoor  Shashi Kapoor Asit Sen unknown
Subhash Ghai,Dilip Kumar, Sanjay Dutt, Shammi Kapoor,Drama,vidhaata,Dilip Kumar  Sanjay Dutt  Shammi Kapoor Subhash Ghai Drama
Kukoo Kapoor,Rati Agnihotri, Aruna Irani, Kalpana Iyer,Musical,waqt ke shehzade,Rati Agnihotri  Aruna Irani  Kalpana Iyer Kukoo Kapoor Musical
Santosh Saroj,Rameshwari, Rakesh Roshan,unknown,unknown,waqt-waqt ki baat,Rameshwari  Rakesh Roshan unknown Santosh Saroj unknown
Vinod Pande,Marc Zuber, Shabana Azmi, Parveen Babi,"Drama, Romance",yeh nazdeekiyan,"Marc Zuber  Shabana Azmi  Parveen Babi Vinod Pande Drama, Romance"
T. Rama Rao,Vijay Arora, Kumud Bole, Suresh Chatwal,Action Comedy Drama,yeh to kamaal ho gaya,Vijay Arora  Kumud Bole  Suresh Chatwal T. Rama Rao Action Comedy Drama
Kapil Kapoor,Rishi Kapoor, Poonam Dhillon, Tina Munim,Drama Romance,yeh vaada raha,Rishi Kapoor  Poonam Dhillon  Tina Munim Kapil Kapoor Drama Romance
Deepak Balraj Vij,Javed Khan,unknown,unknown,unknown,zakhmee insaan,Javed Khan unknown unknown Deepak Balraj Vij unknown
Hrishikesh Mukherjee,Raj Babbar, Anita Raj, Amjad Khan,World Cinema,achha bura,Raj Babbar  Anita Raj  Amjad Khan Hrishikesh Mukherjee World Cinema
Lekh Tandon,Rajesh Khanna, Rekha, Raj Babbar,"Drama, Family",agar tum na hote,"Rajesh Khanna  Rekha  Raj Babbar Lekh Tandon Drama, Family"
Gita Priya,Baby Indira, Master Ram Krishna, Bhanu Prakash,Crime Action Comedy,agent 123,Baby Indira  Master Ram Krishna  Bhanu Prakash Gita Priya Crime Action Comedy
T. Rama Rao,Rajnikanth, Hema Malini, Reena Roy,Drama,andha kanoon,Rajnikanth  Hema Malini  Reena Roy T. Rama Rao Drama
Govind Nihalani,Om Puri, Smita Patil, Amrish Puri,Drama Crime,ardh satya,Om Puri  Smita Patil  Amrish Puri Govind Nihalani Drama Crime
Shyam Benegal,Victor Banerjee, Noni Ganguly, Pankaj Kapur,Drama,arohan,Victor Banerjee  Noni Ganguly  Pankaj Kapur Shyam Benegal Drama
J. Om Prakash,Jeetendra, Reena Roy, Parveen Babi,Drama Romance Family,arpan,Jeetendra  Reena Roy  Parveen Babi J. Om Prakash Drama Romance Family
Biplab Roy Chowdhury,unknown,unknown,unknown,unknown,ashray,unknown unknown unknown Biplab Roy Chowdhury unknown
Mohan Kumar,Rajesh Khanna, Shabana Azmi, Sachin,"Family, Drama",avtaar,"Rajesh Khanna  Shabana Azmi  Sachin Mohan Kumar Family, Drama"
Bhappi Sonie,Rishi Kapoor, Tina Munim, Sarika,Action Drama Crime,bade dil wala,Rishi Kapoor  Tina Munim  Sarika Bhappi Sonie Action Drama Crime
Anil Sharma,Shashi Kapoor, Zeenat Aman, Raakhee Gulzar,"Drama, Family",bandhan kuchchey dhaagon ka,"Shashi Kapoor  Zeenat Aman  Raakhee Gulzar Anil Sharma Drama, Family"
Rajendra Prasad V.B.,Asrani, Mohnish Bahl, Mohan Choti,unknown,bekaraar,Asrani  Mohnish Bahl  Mohan Choti Rajendra Prasad V.B. unknown
V. Ravindra,Smita Patil, Raj Kiran, Reema Lagoo,Comedy,chatpati,Smita Patil  Raj Kiran  Reema Lagoo V. Ravindra Comedy
Amjad Khan,Shatrughan Sinha, Parveen Babi, Vinod Mehra,"Action, Crime, Drama",chor police,"Shatrughan Sinha  Parveen Babi  Vinod Mehra Amjad Khan Action, Crime, Drama"
Manmohan Desai,Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor,Comedy Romance,coolie,Amitabh Bachchan  Waheeda Rehman  Rishi Kapoor Manmohan Desai Comedy Romance
Suraj Prakash,Mukesh Khanna, Zarina Wahab, Shashikala,Action,dard-e-dil,Mukesh Khanna  Zarina Wahab  Shashikala Suraj Prakash Action
Bimal Rawal,Shatrughan Sinha, Vinod Khanna, Manjushree,Action,daulat ke dushman,Shatrughan Sinha  Vinod Khanna  Manjushree Bimal Rawal Action
Meraj,Ravi Baswani, Abhi Bhattacharya, Akhil Mishra,unknown,dhat tere... ki,Ravi Baswani  Abhi Bhattacharya  Akhil Mishra Meraj unknown
Durai,Vijay Arora, Rakesh Bedi, Dilip Dhawan,"Drama, Romance",do gulab,"Vijay Arora  Rakesh Bedi  Dilip Dhawan Durai Drama, Romance"
Lekh Tandon,Victor Banerjee, Sharmila Tagore, Shabana Azmi,"Drama, Family",doosri dulhan,"Victor Banerjee  Sharmila Tagore  Shabana Azmi Lekh Tandon Drama, Family"
Ardhendu Chatterjee,unknown,unknown,unknown,unknown,du-janay,unknown unknown unknown Ardhendu Chatterjee unknown
Jagdish Saldanah,Farooq Shaikh, Deepti Naval, Girish Karnad,unknown,ek baar chale aao,Farooq Shaikh  Deepti Naval  Girish Karnad Jagdish Saldanah unknown
Desh Gautam,Vijay Arora, Saeed Jaffrey, Suresh Oberoi,Drama,ek din bahu ka,Vijay Arora  Saeed Jaffrey  Suresh Oberoi Desh Gautam Drama
Rajiv Mehra,Rakesh Bedi, Avtar Gill, Gulshan Grover,"Family, Romance",ek jaan hain hum,"Rakesh Bedi  Avtar Gill  Gulshan Grover Rajiv Mehra Family, Romance"
Rajat Rakshit,Mithun Chakraborty, Ranjeeta Kaur,unknown,Drama Thriller,faraib,Mithun Chakraborty  Ranjeeta Kaur unknown Rajat Rakshit Drama Thriller
Hiren Nag,Pran, Ramesh Deo, Seema Deo,Comedy Drama Music,film hi film,Pran  Ramesh Deo  Seema Deo Hiren Nag Comedy Drama Music
Shyam Ralhan,Danny Denzongpa, Iftekhar, Sujit Kumar,unknown,ganga meri maa,Danny Denzongpa  Iftekhar  Sujit Kumar Shyam Ralhan unknown
Ambrish Sangal,Shashi Kapoor, Sharmila Tagore, Parveen Babi,"Action, Crime, Drama",gehri chot - urf: durdesh,"Shashi Kapoor  Sharmila Tagore  Parveen Babi Ambrish Sangal Action, Crime, Drama"
Dilip Chitre,Satyadev Dubey, K.K. Raina, Trupti,Drama,godam,Satyadev Dubey  K.K. Raina  Trupti Dilip Chitre Drama
Shankar Nag,Vinod Mehra,unknown,unknown,Comedy Drama,greed,Vinod Mehra unknown unknown Shankar Nag Comedy Drama
Akbar Khan,Akbar Khan, Ranjeeta Kaur, Smita Patil,"Action, Thriller",haadsa,"Akbar Khan  Ranjeeta Kaur  Smita Patil Akbar Khan Action, Thriller"
Deepak Bahry,Zeenat Aman, Major Anand, Beena Bawa,Action,hum se hai zamana,Zeenat Aman  Major Anand  Beena Bawa Deepak Bahry Action
Shibu Mitra,Shoma Anand, Birbal, Mohan Choti,unknown,humse na jeeta koi,Shoma Anand  Birbal  Mohan Choti Shibu Mitra unknown
Kundan Shah,Naseeruddin Shah, Om Puri, Ravi Baswani,Comedy,jaane bhi do yaaro,Naseeruddin Shah  Om Puri  Ravi Baswani Kundan Shah Comedy
K. Raghavendra Rao,Dharmendra, Jeetendra, Parveen Babi,"Action, Comedy, Crime, Drama, Romance",jaani dost,"Dharmendra  Jeetendra  Parveen Babi K. Raghavendra Rao Action, Comedy, Crime, Drama, Romance"
B. R. Ishara,Mohan Choti, Vikram Makandar,unknown,unknown,jai baba amarnath,Mohan Choti  Vikram Makandar unknown B. R. Ishara unknown
R. Thyagarajan,Rakesh Roshan, Rajnikanth, Ranjeeta Kaur,Action,jeet hamaari,Rakesh Roshan  Rajnikanth  Ranjeeta Kaur R. Thyagarajan Action
unknown,Praveen Paul,unknown,unknown,unknown,jeevan sukh,Praveen Paul unknown unknown unknown unknown
K. Raghavendra Rao,Jeetendra, Hema Malini, Sridevi,"Action, Drama, Family, Comedy",justice chaudhury,"Jeetendra  Hema Malini  Sridevi K. Raghavendra Rao Action, Drama, Family, Comedy"
D.S. Azad,Rohini Hattangadi, Ayesha Jhulka, Goga Kapoor,unknown,kaise kaise log,Rohini Hattangadi  Ayesha Jhulka  Goga Kapoor D.S. Azad unknown
unknown,Mazhar Khan, Paintal, Shatrughan Sinha,Documentary,kalka,Mazhar Khan  Paintal  Shatrughan Sinha unknown Documentary
Deb Mukherjee,Mithun Chakraborty, Deb Mukherjee, Mazhar Khan,Action Family Drama,karate,Mithun Chakraborty  Deb Mukherjee  Mazhar Khan Deb Mukherjee Action Family Drama
Sukhdev Ahluwalia,unknown,unknown,unknown,unknown,kashmira,unknown unknown unknown Sukhdev Ahluwalia unknown
Sai Paranjape,Naseeruddin Shah, Farooq Shaikh, Deepti Naval,"Comedy, Drama",katha,"Naseeruddin Shah  Farooq Shaikh  Deepti Naval Sai Paranjape Comedy, Drama"
unknown,Bina, Ardhendu Bose, Mithun Chakraborty,Crime,kaun? kaisey?,Bina  Ardhendu Bose  Mithun Chakraborty unknown Crime
Satyen Bose,Ashok Kumar,unknown,unknown,unknown,kaya palat,Ashok Kumar unknown unknown Satyen Bose unknown
Hrishikesh Mukherjee,Farooq Shaikh, Deepti Naval, Utpal Dutt,Comedy,kissi se na kehna,Farooq Shaikh  Deepti Naval  Utpal Dutt Hrishikesh Mukherjee Comedy
Sudarshan Lal,Minaxi Anand, Mithun Chakraborty, Dulari,"Action, Drama",lal chunariyaa,"Minaxi Anand  Mithun Chakraborty  Dulari Sudarshan Lal Action, Drama"
B.R. Ishara,Navin Nischol, Shabana Azmi, Shatrughan Sinha,Family,log kya kahenge,Navin Nischol  Shabana Azmi  Shatrughan Sinha B.R. Ishara Family
Bharathi Raja,Kumar Gaurav, Padmini Kolhapure, Rakesh Bedi,Drama Romance,lovers,Kumar Gaurav  Padmini Kolhapure  Rakesh Bedi Bharathi Raja Drama Romance
Hersh Kohli,Ashok Kumar, Om Prakash, Mayur Verma,unknown,love in goa,Ashok Kumar  Om Prakash  Mayur Verma Hersh Kohli unknown
S. Ramanathan,Amitabh Bachchan, Waheeda Rehman, Parveen Babi,Action,mahaan,Amitabh Bachchan  Waheeda Rehman  Parveen Babi S. Ramanathan Action
Ashim S. Samanta,Sanjay Dutt, Raj Babbar, Jayapradha,"Drama, Family",main awara hoon,"Sanjay Dutt  Raj Babbar  Jayapradha Ashim S. Samanta Drama, Family"
Shyam Benegal,Shabana Azmi, Smita Patil, Naseeruddin Shah,Comedy,mandi,Shabana Azmi  Smita Patil  Naseeruddin Shah Shyam Benegal Comedy
Harmesh Malhotra,Ranjit Sood, Ajit Khan, Harbans Darshan M. Arora,Drama,mangal pandey,Ranjit Sood  Ajit Khan  Harbans Darshan M. Arora Harmesh Malhotra Drama
T. Rama Rao,Jeetendra, Sridevi, Jayapradha,Drama,mawaali,Jeetendra  Sridevi  Jayapradha T. Rama Rao Drama
T. Rama Rao,Mithun Chakraborty, Rekha, Rati Agnihotri,Drama,mujhe insaaf chahiye,Mithun Chakraborty  Rekha  Rati Agnihotri T. Rama Rao Drama
Shibu Mitra,unknown,unknown,unknown,unknown,mujhe vachan do,unknown unknown unknown Shibu Mitra unknown
Rajkumar Kohli,Dharmendra, Reena Roy, Pran,Family Drama Comedy,naukar biwi ka,Dharmendra  Reena Roy  Pran Rajkumar Kohli Family Drama Comedy
"Surendra Mohan, Late Shri Sikander Khanna",Rajesh Khanna, Jeetendra, Rekha,Romance Action Drama Family,nishaan,"Rajesh Khanna  Jeetendra  Rekha Surendra Mohan, Late Shri Sikander Khanna Romance Action Drama Family"
Ashok,Rajiv Goswami, Meenakshi Sheshadri, Neelima,Romance,painter babu,Rajiv Goswami  Meenakshi Sheshadri  Neelima Ashok Romance
Basu Chatterji,Mithun Chakraborty, Rati Agnihotri, Utpal Dutt,Drama Comedy Romance,pasand apni apni,Mithun Chakraborty  Rati Agnihotri  Utpal Dutt Basu Chatterji Drama Comedy Romance
Dasari Narayana Rao,Jeetendra, Rekha, Reena Roy,"Drama, Family",prem tapasya,"Jeetendra  Rekha  Reena Roy Dasari Narayana Rao Drama, Family"
Ram Kelkar,Shabana Azmi, Amol Palekar, Waheeda Rehman,unknown,pyaasi aankhen,Shabana Azmi  Amol Palekar  Waheeda Rehman Ram Kelkar unknown
Raj Sippy,Dharmendra, Shatrughan Sinha, Jayapradha,"Action, Drama",qayamat,"Dharmendra  Shatrughan Sinha  Jayapradha Raj Sippy Action, Drama"
unknown,Mazhar Khan, Priyadarshini,unknown,unknown,raaste aur rishte,Mazhar Khan  Priyadarshini unknown unknown unknown
Sathish,Beena Banerjee, Jezebel, Anil Kapoor,Family,rachna,Beena Banerjee  Jezebel  Anil Kapoor Sathish Family
Hrishikesh Mukherjee,Amol Palekar, Parveen Babi, Farooq Shaikh,Comedy Drama Romance,rang birangi,Amol Palekar  Parveen Babi  Farooq Shaikh Hrishikesh Mukherjee Comedy Drama Romance
Ajay Goel,Nutan, Raj Babbar, Rati Agnihotri,"Drama, Musical",rishta kagaz ka,"Nutan  Raj Babbar  Rati Agnihotri Ajay Goel Drama, Musical"
Ramanand Sagar,Poonam Dhillon, Kumar Gaurav, Shammi Kapoor,Drama Romance,romance,Poonam Dhillon  Kumar Gaurav  Shammi Kapoor Ramanand Sagar Drama Romance
Balu Mahendra,Kamal Hassan, Sridevi, Gulshan Grover,Drama Romance,sadma,Kamal Hassan  Sridevi  Gulshan Grover Balu Mahendra Drama Romance
Babubhai Mistri,unknown,unknown,unknown,unknown,sant ravidas ki amar kahani,unknown unknown unknown Babubhai Mistri unknown
K. Vishwanath,Rati Agnihotri, Asrani, Utpal Dutt,Comedy Drama,shubh kaamna,Rati Agnihotri  Asrani  Utpal Dutt K. Vishwanath Comedy Drama
M.S. Sathyu,Anant Nag,unknown,unknown,unknown,sookha,Anant Nag unknown unknown M.S. Sathyu unknown
Sawan Kumar Tak,Rajesh Khanna, Padmini Kolhapure, Tina Munim,unknown,souten,Rajesh Khanna  Padmini Kolhapure  Tina Munim Sawan Kumar Tak unknown
Chander Bahl,Birbal, Deepika, Iftekhar,Romance,sun meri laila,Birbal  Deepika  Iftekhar Chander Bahl Romance
Zaheer D. Lari,Vinod Mehra, Shabana Azmi, Prema Narayan,"Comedy, Drama",sweekar kiya maine,"Vinod Mehra  Shabana Azmi  Prema Narayan Zaheer D. Lari Comedy, Drama"
Sunil Chadha,Neelam Mehra, Javed Khan, Pushpa Soni,Action,talabandi,Neelam Mehra  Javed Khan  Pushpa Soni Sunil Chadha Action
Bhimsain,Ravi Baswani, Kavita Chaudhary, Karan Razdan,unknown,tum laut aao,Ravi Baswani  Kavita Chaudhary  Karan Razdan Bhimsain unknown
Deepak Bahry,Mithun Chakraborty, Ranjeeta Kaur, Pran,Romance,woh jo hasina,Mithun Chakraborty  Ranjeeta Kaur  Pran Deepak Bahry Romance
Bapu,Anil Kapoor, Padmini Kolhapure, Naseeruddin Shah,Drama,woh saat din,Anil Kapoor  Padmini Kolhapure  Naseeruddin Shah Bapu Drama
Mahendra Sandhu,unknown,unknown,unknown,unknown,yahan se shehar ko dekho,unknown unknown unknown Mahendra Sandhu unknown
K. Balachander,Kamal Hassan, Anita Raj, Nilu Phule,Drama,zara si zindagi,Kamal Hassan  Anita Raj  Nilu Phule K. Balachander Drama
Anand Sagar,unknown,unknown,unknown,unknown,zulf ke saye saye,unknown unknown unknown Anand Sagar unknown
Narayana Rao Dasari,Rajesh Khanna, Shabana Azmi, Deven Verma,"Action, Drama",aaj ka m.l.a. ram avtar,"Rajesh Khanna  Shabana Azmi  Deven Verma Narayana Rao Dasari Action, Drama"
Ravi Chopra,Raj Babbar, Smita Patil, Rashmi Chauhan,"Action, Drama, Crime",aaj ki awaaz,"Raj Babbar  Smita Patil  Rashmi Chauhan Ravi Chopra Action, Drama, Crime"
